"","Program","Service","CategoryName","ExpenseOrRevenue","Amount"
"1","1","1","1","1",240032.08
"2","1","1","2","1",37
"3","1","2","3","1",25357.01
"4","1","2","4","1",194276.92
"5","1","2","5","1",8529.25
"6","1","2","1","1",10903058.36
"7","1","2","2","1",1621425.35
"8","1","2","6","2",-5693589
"9","1","3","7","1",25905.28
"10","1","3","5","1",1059.25
"11","1","3","1","1",2922847.01
"12","1","3","2","1",10454.91
"13","1","3","8","2",-2624869.9
"14","1","4","1","1",1346861.88
"15","1","4","2","1",794
"16","2","5","7","1",1881
"17","2","5","3","1",833
"18","2","5","4","1",162884
"19","2","5","5","1",3848
"20","2","5","1","1",719131
"21","2","5","2","1",55558
"22","2","5","9","2",-166333
"23","2","5","10","2",-382806
"24","2","6","7","1",1881
"25","2","6","3","1",832
"26","2","6","4","1",162884
"27","2","6","5","1",3850
"28","2","6","1","1",718915
"29","2","6","2","1",55559
"30","2","6","9","2",-166333
"31","2","6","10","2",-383833
"32","2","7","7","1",1886
"33","2","7","3","1",833
"34","2","7","4","1",162884
"35","2","7","5","1",3853
"36","2","7","1","1",844969
"37","2","7","2","1",54090
"38","2","7","9","2",-166333
"39","2","7","6","2",-128520
"40","2","7","10","2",-382806
"41","3","8","11","1",546370
"42","3","8","7","1",270175.24
"43","3","8","3","1",44732.98
"44","3","8","5","1",2224298.1
"45","3","8","1","1",4478873.46
"46","3","8","2","1",1079405.09
"47","3","8","12","2",-993598.1
"48","3","8","13","2",-7658122.18
"49","4","9","7","1",29231.41
"50","4","9","3","1",3405.8
"51","4","9","5","1",464949.65
"52","4","9","14","1",7000
"53","4","9","1","1",6787007.51
"54","4","9","2","1",628435.96
"55","4","9","12","2",-1500
"56","4","9","13","2",-271930
"57","5","10","7","1",7680.85
"58","5","10","3","1",47126.03
"59","5","10","4","1",22272.48
"60","5","10","5","1",11030.04
"61","5","10","1","1",4783464.67
"62","5","10","2","1",101992.45
"63","6","11","11","1",216379464.96
"64","6","11","7","1",18911637.96
"65","6","11","4","1",978186.96
"66","6","11","14","1",486164265.01
"67","6","11","9","2",-16273000.08
"68","6","11","6","2",-2830457.04
"69","6","11","10","2",-2440580.04
"70","6","11","12","2",-1762044.96
"71","7","12","7","1",952318.2
"72","7","12","3","1",686869.54
"73","7","12","4","1",4626708.5
"74","7","12","5","1",2596160.48
"75","7","12","14","1",726600
"76","7","12","1","1",78497453.8500002
"77","7","12","2","1",276794489.48
"78","7","12","9","2",-3966918.99
"79","7","12","6","2",-10200000
"80","7","12","10","2",-257693416.75
"81","7","12","8","2",-984194.5
"82","7","12","13","2",-25569600
"83","7","13","7","1",328429.8
"84","7","13","3","1",54642.46
"85","7","13","4","1",169682.53
"86","7","13","5","1",42946.52
"87","7","13","1","1",5884063.85
"88","7","13","2","1",99100741.84
"89","7","13","9","2",-1400001
"90","7","13","10","2",-94356188.29
"91","7","13","8","2",-296434.5
"92","8","14","3","1",7000
"93","8","14","4","1",308962.2
"94","8","14","5","1",22003.52
"95","8","14","14","1",253.86
"96","8","14","1","1",4288942.32
"97","8","14","2","1",953000.73
"98","8","14","9","2",-5580012.63
"99","8","14","12","2",-150
"100","8","15","7","1",187709.08
"101","8","15","3","1",41986.31
"102","8","15","4","1",695560.31
"103","8","15","5","1",107773.62
"104","8","15","14","1",31017.04
"105","8","15","1","1",17895832.77
"106","8","15","2","1",807430
"107","8","15","6","2",-167979
"108","8","15","12","2",-32555.6
"109","8","15","8","2",-1099514.83
"110","8","15","13","2",-351786.4
"111","8","16","7","1",276923.96
"112","8","16","3","1",37749.11
"113","8","16","4","1",120427.04
"114","8","16","5","1",943806.56
"115","8","16","14","1",1500
"116","8","16","1","1",17047826.02
"117","8","16","2","1",5937371.03
"118","8","16","6","2",-9248967.83
"119","8","16","12","2",-772921.86
"120","8","16","8","2",-135000
"121","8","16","13","2",-202299.96
"122","9","17","7","1",99216.8
"123","9","17","3","1",102000
"124","9","17","4","1",253278.7
"125","9","17","5","1",1281482.24
"126","9","17","1","1",18622473.12
"127","9","17","2","1",595500
"128","9","17","9","2",-40000
"129","10","18","3","1",3819
"130","10","18","4","1",6910
"131","10","18","5","1",4677
"132","10","18","1","1",1796575.83
"133","10","18","2","1",14319.76
"134","10","18","6","2",-2500
"135","10","19","7","1",19973
"136","10","19","3","1",9700
"137","10","19","4","1",12800
"138","10","19","5","1",10187.55
"139","10","19","1","1",2848829.46
"140","10","19","2","1",60074.06
"141","10","20","3","1",25493
"142","10","20","5","1",950.24
"143","10","20","1","1",1131479.87
"144","10","20","2","1",19763.08
"145","10","20","6","2",-609900.16
"146","10","20","12","2",-42105.3
"147","10","21","4","1",7500
"148","10","21","5","1",2625
"149","10","21","1","1",3642019.86
"150","10","21","2","1",92004.88
"151","10","21","9","2",-56082
"152","10","21","6","2",-65135
"153","10","22","3","1",6701.08
"154","10","22","4","1",30950
"155","10","22","5","1",8947.16
"156","10","22","1","1",5732126.04
"157","10","22","2","1",196887.91
"158","10","22","6","2",-1143427
"159","10","23","7","1",37783.46
"160","10","23","3","1",5546.12
"161","10","23","4","1",83212.89
"162","10","23","5","1",25060.21
"163","10","23","1","1",6676616.8
"164","10","23","2","1",1630510.39
"165","10","23","6","2",-1127495.95
"166","10","23","12","2",-159170.37
"167","10","23","8","2",-416366.53
"168","10","24","7","1",16664.35
"169","10","24","3","1",29864.83
"170","10","24","4","1",30530.91
"171","10","24","5","1",37310.06
"172","10","24","1","1",10762391.02
"173","10","24","2","1",385360.83
"174","10","24","6","2",-1577718.61
"175","10","24","8","2",-416366.39
"176","10","25","7","1",16664.36
"177","10","25","3","1",14669.58
"178","10","25","4","1",48109.45
"179","10","25","5","1",35589.95
"180","10","25","1","1",7042157.77
"181","10","25","2","1",1363812.71
"182","10","25","6","2",-293177.01
"183","10","25","8","2",-1249726.17
"184","10","26","7","1",16664.36
"185","10","26","3","1",16809.48
"186","10","26","4","1",37741.83
"187","10","26","5","1",51962.62
"188","10","26","1","1",10182105.57
"189","10","26","2","1",682647.21
"190","10","26","6","2",-313536.7
"191","10","26","8","2",-416366.54
"192","11","27","7","1",63138.07
"193","11","27","3","1",85998.2
"194","11","27","4","1",266403.6
"195","11","27","5","1",68910
"196","11","27","14","1",317000
"197","11","27","1","1",17974675.64
"198","11","27","2","1",848827.2
"199","11","27","9","2",-39681.39
"200","11","27","12","2",-810300.07
"201","11","27","8","2",-2037892.77
"202","11","27","13","2",-127639.99
"203","11","28","7","1",18085.77
"204","11","28","3","1",77545.9
"205","11","28","4","1",607251.19
"206","11","28","5","1",102816.9
"207","11","28","14","1",103700.12
"208","11","28","1","1",22071272.44
"209","11","28","2","1",704137.4
"210","11","28","9","2",-51538.39
"211","11","28","12","2",-88050.01
"212","11","28","13","2",-24827204.37
"213","12","29","7","1",70032.32
"214","12","29","3","1",22314.5
"215","12","29","4","1",15738928.43
"216","12","29","5","1",84484.46
"217","12","29","14","1",377601.14
"218","12","29","1","1",11807122.51
"219","12","29","2","1",8253994.63
"220","12","29","6","2",-5699444
"221","12","29","12","2",-33486980.08
"222","12","29","13","2",-203350
"223","12","30","7","1",5906.34
"224","12","30","3","1",36105.5
"225","12","30","4","1",1370782.7
"226","12","30","5","1",40084.44
"227","12","30","14","1",21473.06
"228","12","30","1","1",5829228.36
"229","12","30","2","1",901589.68
"230","12","30","6","2",-1041909.09
"231","12","30","12","2",-110320
"232","12","30","13","2",-17150
"233","12","31","7","1",8437.63
"234","12","31","3","1",1830
"235","12","31","4","1",1896256.43
"236","12","31","5","1",2731.1
"237","12","31","14","1",1414475.8
"238","12","31","1","1",1408476.08
"239","12","31","2","1",787282.08
"240","12","31","6","2",-686680
"241","12","31","12","2",-157600
"242","12","31","13","2",-24500
"243","13","32","7","1",4856.15
"244","13","32","3","1",16746.03
"245","13","32","4","1",48174.26
"246","13","32","5","1",130310.9
"247","13","32","14","1",1907704.76
"248","13","32","1","1",4456592.34
"249","13","32","2","1",1034467.37
"250","13","32","6","2",-1890293.47
"251","13","32","15","2",-547000
"252","13","32","10","2",-1049000
"253","13","32","12","2",-861600
"254","13","32","13","2",-5000
"255","13","33","7","1",959155.72
"256","13","33","3","1",101208.68
"257","13","33","4","1",355609.67
"258","13","33","5","1",1076937.01
"259","13","33","14","1",31955975.89
"260","13","33","1","1",17815409.09
"261","13","33","2","1",6298299.58
"262","13","33","9","2",-3400000
"263","13","33","16","2",-154172
"264","13","33","15","2",-328405.66
"265","13","33","17","2",-37000
"266","13","33","10","2",-242700
"267","13","33","12","2",-2888081
"268","13","33","8","2",-657000
"269","13","33","13","2",-2072615.65
"270","13","34","3","1",9649.69
"271","13","34","4","1",200180.06
"272","13","34","5","1",240082.62
"273","13","34","14","1",625648.34
"274","13","34","1","1",6701343.33
"275","13","34","2","1",1340298.06
"276","13","34","9","2",-698023
"277","13","34","16","2",-32500
"278","13","34","10","2",-240000
"279","13","34","12","2",-653881
"280","13","34","8","2",-493000
"281","13","34","13","2",-5000
"282","14","35","7","1",80857
"283","14","35","3","1",59538.84
"284","14","35","4","1",248097.74
"285","14","35","5","1",55186.65
"286","14","35","1","1",8440990.51
"287","14","35","2","1",390044.03
"288","14","35","6","2",-475570.02
"289","14","35","12","2",-90251.04
"290","14","35","8","2",-4990143.9
"291","14","35","13","2",-508339.99
"292","14","36","7","1",107809.54
"293","14","36","3","1",63499.51
"294","14","36","4","1",154199.59
"295","14","36","5","1",101028.53
"296","14","36","1","1",11893789.91
"297","14","36","2","1",764242.9
"298","14","36","15","2",-1051410
"299","14","36","12","2",-2503050.64
"300","14","36","8","2",-3623803.4
"301","14","36","13","2",-3506166.06
"302","14","37","7","1",608380.59
"303","14","37","3","1",383551.68
"304","14","37","4","1",3444238.43
"305","14","37","5","1",325625.46
"306","14","37","1","1",41201380.6800001
"307","14","37","2","1",2434491.53
"308","14","37","15","2",-578340
"309","14","37","12","2",-662400.75
"310","14","37","8","2",-43195328.75
"311","14","37","13","2",-2102600.29
"312","15","38","5","1",275710
"313","15","38","1","1",1000314
"314","15","38","2","1",3530131
"315","15","38","9","2",-2249357
"316","15","38","13","2",-2556798
"317","15","39","7","1",1066852
"318","15","39","3","1",165840
"319","15","39","5","1",2005734
"320","15","39","14","1",-517432
"321","15","39","1","1",6971773
"322","15","39","2","1",4276860
"323","15","39","9","2",-418000
"324","15","39","13","2",-1171816
"325","15","40","14","1",-39140
"326","15","40","1","1",1419391
"327","15","40","2","1",1137333
"328","15","40","13","2",-7293924
"329","15","41","7","1",972500
"330","15","41","3","1",12000
"331","15","41","5","1",887000
"332","15","41","14","1",-12473218
"333","15","41","1","1",21748763
"334","15","41","2","1",4125492
"335","15","41","9","2",-50000
"336","15","41","13","2",-22931008
"337","16","42","7","1",579720.3
"338","16","42","3","1",46922.72
"339","16","42","4","1",106474.76
"340","16","42","5","1",28232417.02
"341","16","42","14","1",4649944
"342","16","42","1","1",7346609.82
"343","16","42","2","1",2984728.05
"344","16","42","9","2",-7218276.27
"345","16","42","6","2",-8884413.4
"346","16","42","10","2",-250000
"347","16","42","12","2",-2002898
"348","16","42","13","2",-359573.61
"349","16","43","7","1",280944
"350","16","43","3","1",550700.71
"351","16","43","4","1",1383045.79
"352","16","43","5","1",3825886.59
"353","16","43","1","1",78641346.29
"354","16","43","2","1",36795691.97
"355","16","43","16","2",-205959.05
"356","16","43","6","2",-36996132.96
"357","16","43","12","2",-2371409.42
"358","16","43","8","2",-10295624.13
"359","16","43","13","2",-1051909.03
"360","16","44","7","1",1523866.14
"361","16","44","3","1",44839.23
"362","16","44","4","1",138710.85
"363","16","44","5","1",212195.45
"364","16","44","14","1",1432233
"365","16","44","1","1",9529422.77
"366","16","44","2","1",14814758.38
"367","16","44","9","2",-5148327.82
"368","16","44","6","2",-5915356.5
"369","16","44","12","2",-4300976
"370","16","44","8","2",-73800
"371","16","44","13","2",-42392565.39
"372","17","45","7","1",8643674.96
"373","17","45","3","1",540676.66
"374","17","45","4","1",7558621.69
"375","17","45","5","1",8374641.69
"376","17","45","1","1",373998416.49
"377","17","45","2","1",5955177.95
"378","17","45","6","2",-150332.33
"379","17","45","12","2",-102739.35
"380","17","45","8","2",-144856
"381","17","45","13","2",-14040378.28
"382","17","46","3","1",252022.99
"383","17","46","4","1",69000
"384","17","46","5","1",128463.73
"385","17","46","1","1",737439.58
"386","17","46","2","1",259006.5
"387","17","46","10","2",-4e+05
"388","17","47","7","1",205233.22
"389","17","47","3","1",112186.68
"390","17","47","4","1",266604.2
"391","17","47","5","1",422068.21
"392","17","47","1","1",21346606.05
"393","17","47","2","1",121824.29
"394","17","47","6","2",-6217.36
"395","17","47","13","2",-473534.51
"396","17","48","7","1",7800
"397","17","48","3","1",10571.07
"398","17","48","4","1",129696
"399","17","48","5","1",116478.25
"400","17","48","1","1",4568653.39
"401","17","48","2","1",101408.87
"402","17","48","6","2",-1554.36
"403","17","48","12","2",-8061
"404","17","48","13","2",-1002.91
"405","18","49","7","1",914892.62
"406","18","49","3","1",58373.55
"407","18","49","4","1",390421.02
"408","18","49","5","1",9696595.95
"409","18","49","1","1",17801542.39
"410","18","49","2","1",6497627.91
"411","18","49","9","2",-126000
"412","18","49","6","2",-32964545.91
"413","18","49","12","2",-1452448.99
"414","18","49","8","2",-770280
"415","18","50","7","1",1561396.77
"416","18","50","3","1",370
"417","18","50","4","1",240410.33
"418","18","50","5","1",13624088.45
"419","18","50","1","1",423096.24
"420","18","50","2","1",403538.32
"421","18","50","9","2",-14000
"422","18","50","6","2",-14857116.71
"423","18","50","12","2",-1427960.83
"424","19","51","7","1",632.89
"425","19","51","5","1",24900
"426","19","51","1","1",238418.01
"427","19","51","12","2",-40000
"428","19","51","13","2",-151000
"429","19","52","7","1",632.9
"430","19","52","5","1",42987.05
"431","19","52","1","1",302508.37
"432","19","52","2","1",158300
"433","19","52","16","2",-38000
"434","19","52","12","2",-161500.01
"435","19","52","13","2",-69000
"436","20","53","3","1",99471.45
"437","20","53","4","1",192179.68
"438","20","53","5","1",48667.52
"439","20","53","14","1",316.56
"440","20","53","1","1",49530183.45
"441","20","53","2","1",7416619.31
"442","20","53","9","2",-162854.4
"443","20","53","6","2",-4849576.87
"444","20","53","12","2",-195220.04
"445","20","53","8","2",-27552350.56
"446","20","53","13","2",-188126.1
"447","20","54","7","1",9483.6
"448","20","54","3","1",463357.6
"449","20","54","4","1",119908.9
"450","20","54","5","1",32917.49
"451","20","54","14","1",79.14
"452","20","54","1","1",23371637.61
"453","20","54","2","1",18503769.38
"454","20","54","9","2",-3202271
"455","20","54","6","2",-8006501.89
"456","20","54","12","2",-96400
"457","20","54","8","2",-1131889.54
"458","20","54","13","2",-208800
"459","20","55","7","1",117081.65
"460","20","55","3","1",342785.37
"461","20","55","4","1",172705.55
"462","20","55","5","1",33498.22
"463","20","55","1","1",23903905.4
"464","20","55","2","1",518664.95
"465","20","55","9","2",-340713.6
"466","20","55","6","2",-1672239.28
"467","20","55","12","2",-434728.93
"468","20","55","8","2",-3542354.44
"469","21","56","7","1",4365.48
"470","21","56","3","1",53.16
"471","21","56","4","1",400
"472","21","56","5","1",1575.85
"473","21","56","1","1",455221.18
"474","21","56","2","1",17618.37
"475","22","57","7","1",22935.64
"476","22","57","3","1",10439.81
"477","22","57","5","1",91827.3
"478","22","57","1","1",13194203.49
"479","22","57","2","1",630423.42
"480","22","57","9","2",-7e+05
"481","22","57","6","2",-5391940
"482","22","58","7","1",22935.64
"483","22","58","3","1",14356.32
"484","22","58","4","1",6685200
"485","22","58","5","1",109571.21
"486","22","58","1","1",9042164.56
"487","22","58","2","1",184288.76
"488","22","58","6","2",-13842690.64
"489","22","59","7","1",23630.59
"490","22","59","3","1",38762.2
"491","22","59","4","1",53000
"492","22","59","5","1",240612.25
"493","22","59","1","1",19398129.08
"494","22","59","2","1",595890.99
"495","22","59","9","2",-201246
"496","22","59","6","2",-3035945
"497","22","59","12","2",-3408314
"498","22","59","8","2",-1322621
"499","22","59","13","2",-2529571
"500","23","60","3","1",21700
"501","23","60","4","1",25800
"502","23","60","5","1",22550
"503","23","60","14","1",161500
"504","23","60","1","1",3888198.94
"505","23","60","2","1",8977652.92
"506","23","60","10","2",-11339100
"507","23","60","13","2",-213000
"508","23","61","7","1",1901531.92
"509","23","61","3","1",2855800
"510","23","61","4","1",599429.91
"511","23","61","5","1",19797200
"512","23","61","14","1",-63200
"513","23","61","1","1",202916701.78
"514","23","61","2","1",12384854.38
"515","23","61","9","2",-103400
"516","23","61","6","2",-89700
"517","23","61","10","2",-142944723.43
"518","23","61","12","2",-139000
"519","23","61","8","2",-260000
"520","23","61","13","2",-50987800
"521","24","62","4","1",7047
"522","24","62","5","1",4800
"523","24","62","1","1",2200853.44
"524","24","62","2","1",84409.4
"525","25","63","7","1",74722.01
"526","25","63","3","1",41800.06
"527","25","63","4","1",551184.53
"528","25","63","5","1",751180.39
"529","25","63","14","1",49999.99
"530","25","63","1","1",7685423.5
"531","25","63","2","1",913310.33
"532","25","63","9","2",-10000.04
"533","25","63","15","2",-1693353.64
"534","25","63","12","2",-460914.2
"535","25","63","13","2",-625038.15
"536","25","64","7","1",50744.72
"537","25","64","3","1",20754.02
"538","25","64","4","1",2764694.56
"539","25","64","5","1",71255.3
"540","25","64","14","1",19200
"541","25","64","1","1",5965599.15
"542","25","64","2","1",100574.95
"543","25","64","15","2",-23901246.97
"544","25","64","12","2",-73132.74
"545","25","64","13","2",-1207942.86
"546","25","65","7","1",106563.93
"547","25","65","3","1",29001.98
"548","25","65","4","1",901719.98
"549","25","65","5","1",192292.73
"550","25","65","1","1",14187385.5
"551","25","65","2","1",349813.97
"552","25","65","6","2",-1491461
"553","25","65","15","2",-286398.89
"554","25","66","7","1",76117.09
"555","25","66","3","1",415225.42
"556","25","66","4","1",906414.15
"557","25","66","5","1",182032.57
"558","25","66","1","1",14526535.28
"559","25","66","2","1",417619.51
"560","25","66","15","2",-217618
"561","25","66","13","2",-546329.94
"562","26","11","11","1",391483.04
"563","26","11","7","1",77132600
"564","26","11","4","1",19728671.83
"565","26","11","5","1",180000
"566","26","11","14","1",133226169.12
"567","26","11","1","1",110905063.47
"568","26","11","2","1",274642243.63
"569","26","11","9","2",-160312677.3
"570","26","11","10","2",-5631800.04
"571","26","11","12","2",-7407399.96
"572","26","11","13","2",-1727500.04
"573","27","11","7","1",49380000.04
"574","27","11","4","1",5519734.24
"575","27","11","14","1",310590
"576","27","11","2","1",5747144.99
"577","27","11","9","2",-91600000
"578","27","11","6","2",-35299700
"579","27","11","15","2",-4146607.59
"580","27","11","12","2",-1098892551.59
"581","27","11","13","2",-7460000.01
"582","27","67","12","2",-3931222630
"583","27","68","7","1",40698854
"584","27","68","12","2",-40698854
"585","28","69","3","1",1632.28
"586","28","69","4","1",5711.37
"587","28","69","5","1",9161.33
"588","28","69","1","1",2236304.8
"589","28","69","2","1",46241.55
"590","28","69","9","2",-306697
"591","28","69","6","2",-173889
"592","28","69","12","2",-37500
"593","28","70","3","1",2073.31
"594","28","70","4","1",1284.57
"595","28","70","5","1",6438.66
"596","28","70","14","1",497.48
"597","28","70","1","1",884862.58
"598","28","70","2","1",472093.18
"599","28","70","9","2",-40926
"600","28","70","6","2",-1295431
"601","28","71","7","1",77406
"602","28","71","3","1",3040.41
"603","28","71","4","1",2140
"604","28","71","5","1",7105.01
"605","28","71","14","1",2.52
"606","28","71","1","1",1738326.07
"607","28","71","2","1",35058.62
"608","28","71","9","2",-1669511
"609","28","71","6","2",-267194
"610","28","72","4","1",135350
"611","28","72","5","1",2391
"612","28","72","1","1",926802.8
"613","28","72","2","1",13111
"614","28","72","9","2",-114772
"615","28","72","6","2",-87300
"616","28","73","4","1",52733
"617","28","73","5","1",5139
"618","28","73","1","1",1455756.56
"619","28","73","2","1",12586.82
"620","28","74","5","1",340
"621","28","74","1","1",290208.6
"622","28","74","2","1",1461.95
"623","28","75","4","1",26688
"624","28","75","5","1",15735.44
"625","28","75","1","1",5815284.23
"626","28","75","2","1",76377.85
"627","28","75","9","2",-69037
"628","28","75","6","2",-757639
"629","28","75","8","2",-1561538
"630","28","76","4","1",7972
"631","28","76","5","1",4730.56
"632","28","76","1","1",2181372.11
"633","28","76","2","1",23572.39
"634","28","76","9","2",-20621
"635","28","76","6","2",-226307
"636","28","76","8","2",-275567
"637","29","77","7","1",1578.14
"638","29","77","3","1",286.08
"639","29","77","4","1",600
"640","29","77","5","1",7610.52
"641","29","77","1","1",1053367.17
"642","29","77","2","1",79647.25
"643","30","78","7","1",2082.09
"644","30","78","3","1",7222.32
"645","30","78","4","1",12405.44
"646","30","78","5","1",12717.88
"647","30","78","1","1",1553734.77
"648","30","78","2","1",226396.04
"649","31","79","7","1",29688.04
"650","31","79","3","1",2182.86
"651","31","79","4","1",33481.3
"652","31","79","5","1",21333.85
"653","31","79","1","1",4853922.73
"654","31","79","2","1",187951.94
"655","31","79","6","2",-336380
"656","31","79","12","2",-13800
"657","31","79","8","2",-45000
"658","31","80","3","1",292.94
"659","31","80","4","1",125500
"660","31","80","5","1",2285.22
"661","31","80","14","1",115603
"662","31","80","1","1",5187390.35
"663","31","80","2","1",104617.64
"664","31","80","6","2",-293620
"665","31","80","12","2",-1046165
"666","31","80","8","2",-242298.4
"667","31","80","13","2",-8000
"668","31","81","3","1",351.61
"669","31","81","4","1",4823.7
"670","31","81","5","1",3390.4
"671","31","81","1","1",1580330.16
"672","31","81","2","1",25683.72
"673","31","81","12","2",-252000
"674","31","81","8","2",-184201.4
"675","31","81","13","2",-1500
"676","31","82","7","1",71446.11
"677","31","82","3","1",18243.88
"678","31","82","4","1",178656.84
"679","31","82","5","1",45494.49
"680","31","82","14","1",5185.55
"681","31","82","1","1",5955509.14
"682","31","82","2","1",105609.37
"683","31","82","9","2",-310759
"684","31","82","6","2",-1257754.31
"685","31","82","12","2",-164521
"686","31","82","8","2",-354585
"687","31","83","7","1",4491
"688","31","83","3","1",4634.32
"689","31","83","5","1",2505.94
"690","31","83","1","1",4855800.96
"691","31","83","2","1",347332.98
"692","31","83","9","2",-3e+05
"693","31","83","6","2",-1086638.9
"694","31","83","12","2",-13563
"695","31","83","8","2",-8000
"696","31","83","13","2",-520000
"697","31","84","7","1",11690.52
"698","31","84","3","1",5882.72
"699","31","84","4","1",38212.28
"700","31","84","5","1",5209.41
"701","31","84","14","1",5760.12
"702","31","84","1","1",3720682.05
"703","31","84","2","1",130625.81
"704","31","84","9","2",-52542.36
"705","31","84","6","2",-58215.5
"706","31","85","7","1",5753.74
"707","31","85","3","1",2409.58
"708","31","85","4","1",16283.88
"709","31","85","5","1",4786.98
"710","31","85","14","1",11839.88
"711","31","85","1","1",594532.07
"712","31","85","2","1",201852.71
"713","31","86","7","1",5927.88
"714","31","86","3","1",15401.18
"715","31","86","4","1",58667.84
"716","31","86","5","1",9680.56
"717","31","86","14","1",22400
"718","31","86","1","1",12416743.55
"719","31","86","2","1",467556.47
"720","31","86","9","2",-998306.64
"721","31","86","6","2",-390073.5
"722","31","86","8","2",-4498297.84
"723","31","87","3","1",5327.07
"724","31","87","4","1",314094.93
"725","31","87","5","1",5915.06
"726","31","87","14","1",992600
"727","31","87","1","1",1169656.55
"728","31","87","2","1",1456878.65
"729","31","87","6","2",-3594184.08
"730","31","88","3","1",10121.67
"731","31","88","4","1",593530.7
"732","31","88","5","1",18844.99
"733","31","88","1","1",5057851.18
"734","31","88","2","1",1817020.62
"735","31","88","6","2",-870486.88
"736","31","88","13","2",-924913.5
"737","31","89","3","1",15325.15
"738","31","89","4","1",408606.87
"739","31","89","5","1",49074.61
"740","31","89","14","1",329529.48
"741","31","89","1","1",6781075.75
"742","31","89","2","1",1485343.78
"743","31","89","6","2",-6273209.21
"744","31","89","13","2",-8005949.3
"745","31","90","3","1",13317.74
"746","31","90","4","1",260321.09
"747","31","90","5","1",35974.18
"748","31","90","1","1",10627186.42
"749","31","90","2","1",122965.08
"750","31","90","6","2",-7140398.58
"751","31","90","12","2",-1717885
"752","31","90","8","2",-191756.5
"753","31","90","13","2",-3245789.55
"754","31","91","3","1",20907.92
"755","31","91","4","1",338843.29
"756","31","91","5","1",16502.41
"757","31","91","1","1",2640066.76
"758","31","91","2","1",1562603.49
"759","31","91","6","2",-4006745.1
"760","31","91","12","2",-370000
"761","32","92","7","1",2585305.1
"762","32","92","3","1",1414143.9
"763","32","92","4","1",9167786.84
"764","32","92","5","1",22042552.6
"765","32","92","14","1",9638069.27
"766","32","92","1","1",156598719.81
"767","32","92","2","1",26467302.86
"768","32","92","9","2",-394000
"769","32","92","6","2",-4031996
"770","32","92","15","2",-4057830.34
"771","32","92","10","2",-709972.1
"772","32","92","12","2",-530373.7
"773","32","92","8","2",-4824010.26
"774","32","92","13","2",-59447169.81
"775","32","93","7","1",7811495.62
"776","32","93","3","1",1091411.07
"777","32","93","4","1",10413522.01
"778","32","93","5","1",14298906.47
"779","32","93","14","1",448047.78
"780","32","93","1","1",104005053.92
"781","32","93","2","1",9116286.78
"782","32","93","9","2",-468180
"783","32","93","6","2",-1584215
"784","32","93","15","2",-3928956.55
"785","32","93","12","2",-2080674.81
"786","32","93","8","2",-3537682.92
"787","32","93","13","2",-17607055.18
"788","32","94","7","1",758435.6
"789","32","94","3","1",329533.96
"790","32","94","4","1",2368524.95
"791","32","94","5","1",2295540.46
"792","32","94","14","1",277399.05
"793","32","94","1","1",32656343.1
"794","32","94","2","1",34814851.2
"795","32","94","9","2",-13979329.01
"796","32","94","16","2",-3500000
"797","32","94","6","2",-2e+06
"798","32","94","12","2",-6264255
"799","32","94","8","2",-1447203.29
"800","32","94","13","2",-3811380.55
"801","33","95","3","1",1999.99
"802","33","95","5","1",2212.95
"803","33","95","1","1",766613.96
"804","33","95","2","1",20600.02
"805","33","96","3","1",750
"806","33","96","4","1",234577.36
"807","33","96","5","1",1038.5
"808","33","96","1","1",1941231.49
"809","33","96","2","1",259992.02
"810","33","96","6","2",-1191161.42
"811","33","96","12","2",-476439.99
"812","33","97","7","1",22454.95
"813","33","97","3","1",160000
"814","33","97","4","1",279309.36
"815","33","97","5","1",37874.3
"816","33","97","1","1",2353134.07
"817","33","97","2","1",203970.13
"818","33","97","9","2",-875.34
"819","33","97","10","2",-225000
"820","33","97","12","2",-9124.66
"821","33","98","3","1",21899.88
"822","33","98","5","1",2795.83
"823","33","98","1","1",7744152.34
"824","33","98","2","1",69534.77
"825","33","98","6","2",-4033710.17
"826","33","99","7","1",103265.79
"827","33","99","3","1",29243.5
"828","33","99","4","1",354690.08
"829","33","99","5","1",925463.54
"830","33","99","1","1",6135186.09
"831","33","99","2","1",365333.65
"832","33","99","6","2",-4116030.8
"833","33","99","12","2",-103781
"834","33","99","8","2",-2292304.2
"835","34","100","7","1",2168063.78
"836","34","100","3","1",136353.6
"837","34","100","4","1",886709.45
"838","34","100","5","1",4074664.08
"839","34","100","14","1",40022874.1
"840","34","100","1","1",60457735.2700001
"841","34","100","2","1",73730664.0999999
"842","34","100","9","2",-3790
"843","34","100","16","2",-17296389
"844","34","100","6","2",-7537.5
"845","34","100","10","2",-92544288.4
"846","34","100","12","2",53027.69
"847","34","100","8","2",-86083.04
"848","34","101","7","1",199801.02
"849","34","101","3","1",106910.77
